respID,raceAfricanAmOrBlack,raceAsian,raceWhite,raceIndian,raceMiddleEast,raceLatino,raceNativeAm,racePacificIsl,raceOther,whereLive,religion,religionOther
R_af7MoZjeXAlVL7r,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_AFFmeYTh81FtB73,,,,,,,,,,,,
R_ahgrS13mWDuV1jf,,,,,,,,,mixed,City,"Christian (Catholic, Protestant, etc.)",
R_AiYHoDaPTlUmK4N,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_AuDNavcAZqaIJKV,,,European/Causasian,,,,,,,City,Buddhist,
R_b7oYRAs9ihjkfaV,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_bBdzLd95OOgTqAF,,,,,,"Latino, Hispanic, or Spanish",Native American,,,City,Spiritual practice not associated with a specific religion,
R_bkgg95Jf0GD5hv3,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_BLqqkSr3fREIXzH,,,,,,,,,,,,
R_bm9bTw6a0zAWekN,,,European/Causasian,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_bOzppnSiyjrDPEZ,,Asian,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_bpZFjPxbUZygoil,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_BXLnUDuNSPHTrON,,,,,,,,,,,,
R_BXtP1glhGwMn53X,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_BzFrAxQHTYiwTU5,,,,,Middle Eastern,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_cIpPymtxkIPisSJ,,,,,,,,,,,,
R_cNqUr1ALqYaXc3P,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_cO4BTB38DegTirT,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_cTHlkkaztsqMX05,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_cUeMsuK9tBvhHO1,,,,,,,,,,,,
R_d0atIoU0msOHOYV,,,European/Causasian,,,,,,White,Suburb,"Christian (Catholic, Protestant, etc.)",
R_D5EKLP9UzgfStMZ,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_d74Tt3ErUjdH1bb,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_dg5VA31DKbqIyEV,,,,,,,,,,,,
R_dgL8kiwWdj10z3r,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_dhhvf5DEdo8hDz3,,,,,,,Native American,,,Suburb,Do not actively practice a particular religion,
R_djtpZ9xKsJaDZ2p,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_dmVosMibJfD3nfr,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_DpdrYYOk6OmbY0p,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_dpxxjY8NhjN7Ga5,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_DqKR3haZgoocUo1,,,,,,,,,,,,
R_Dvfkq3I4qFYoZ8d,,,European/Causasian,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_e2tvrPeE37scG9X,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_ebczZfqY7vPNPNP,,,,,,,,,,,,
R_ebSqTf0hVytFTTr,,,,,,,,,white,Rural area,"Christian (Catholic, Protestant, etc.)",
R_eKVcQTpqVhMgPNr,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_eqyFXEcjbgk9TlD,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_eywX4kWTrr9LSU5,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_NVEdJpVtMscdICl,,Asian,,,,,,,,Suburb,Buddhist,
R_O3FQTfcWMTfZY53,,,European/Causasian,,,,,,,Suburb,Jewish,
R_Oe4ZSKUc5yBDRTj,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_Ox9j9AWAvP3kjxn,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_pAeSHsDnUkLgbvP,,,,,,,Native American,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_puaSkOnQSNmiX4Z,African American or Black,,,,,,,,,City,Other,Evangelical
R_pxAsAPxTTfUvjWh,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_PzBKCUKS2mOt3KF,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_Q5R29HN4T6oi99f,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_QblOQK2R6v4qWAx,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_QbtGAQ0pH3uDm1P,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_qCtS4ZRfGqcWEFj,,,,,,,,,,Suburb,Other,self-worship
R_qFzoBZGTH2MtSdX,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_qxNX3PWWQPOqMeZ,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_R4AZTWJZgbtuTyV,,,,,,,,,,,,
R_R9WnrBoSMp0OKu5,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_ReQHt0t2IA8uD2F,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_rkfjYcNYa8tDaFz,,,,,,,,,,,,
R_RKXu9Yg8BafbBlf,,,,,,,,,,,,
R_RLkNIY6ppqUY94l,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_RmdGtfgovVvHWdb,,,European/Causasian,,,,,,,Suburb,Other,Pagan
R_rpVGoU5NcNAW0qR,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_rqjzZvPdyYuD7xf,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_RynbKvqKuIo4pr3,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_RyvO0ADw5auLquZ,,,,,,"Latino, Hispanic, or Spanish",,,,City,Do not actively practice a particular religion,
R_sMZZej9rocnbLPz,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_snU2i9Qp7s3dwu5,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_SObJDcPqKpX3i4p,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_sR0fzuTiMFUbmc9,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_STdlbZ5mCv3Gdj3,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_sXxBM4D2VUt6RUd,African American or Black,,,,,,,,,City,Spiritual practice not associated with a specific religion,
R_Td49apGDqw3qH17,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_TedFUBqokzrYdI5,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_tKjXqdKnVDSUajf,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_tXIq7OeR4rnUIAp,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_tYz0J5N08CwNMVb,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_u8hxo6sHDVpyvC1,,,,,,,,,,,,
R_uaLeh162q9rdrOx,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_ueuErQUiLFJvMS5,,Asian,,,,,,,,Suburb,Muslim,
R_UJR4XaIcscybaoh,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_UKPuEVbTCjzwG7D,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_ULWa7tJou2f8JMd,,,,,,,,,,,,
R_Umf6SJwk8eYrzj3,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,Do not actively practice a particular religion,
R_Uo7tsV84qmakcGR,,,European/Causasian,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_uylvuecndrL7f45,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_vGIFhbc2w5a0b0B,,,European/Causasian,,,,,,,City,Buddhist,
R_vJltDjIS05b7Aop,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_vOazGKgcWxq249z,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_vqofta04Kpvj7ix,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_vqytHYIeDHdfJwB,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_vUiGc5W7irOrOrn,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_VUxTA4QNISbc20V,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_VVXJZqKheqYyAud,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_W68KeF8dAhyQCAx,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_WeNTb0WW4VeyNVf,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_wLbB0CrOgOSwC6B,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_wLDtPgdxBZ83myR,,,,,,,,,,,,
R_WrglfHCXPjOHe1P,,,European/Causasian,,,,,,,City,Other,Agnostic
R_wY9tkQlAEr6jByp,,,,,,,,,,,,
R_wYkE00OZ2H8hLcl,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_XCld8IGoxEYwuMV,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_XFmEa9Iyicv4vsZ,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_XjHNiejxh8tZPMZ,,,,,,,,,,,,
R_Xq53Ac43vakKnWp,,,,,,,,,,,,
R_xrtiTYO6sYYy0tr,,,,,,,,,mixed,Rural area,Other,wiccan
R_xsmhzwWCibQpQVr,African American or Black,,European/Causasian,,,,,,,City,Buddhist,
R_XtgBaRiwNc6Ktd7,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_XXT7V8jwqpiH3Wh,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_Y0701N1uFkwjS5r,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_Y51rRUSJgszOUZb,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_ywGD0Zi9ierrmwx,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_z0chx06k6ZDSie5,,,,,,,,,,,,
R_Z42Ooq0HgKyHxhD,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_Z4xA6zsv5Lye2bf,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_z6BQklDCMJyCiQx,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_Z8cC90Me5vP30wp,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_zeCwRT9Re6V8Tol,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_ZwMnlCg6FctSHQJ,,,European/Causasian,,,,,,,Suburb,Other,Deism
R_0CytX2SlUCWgWLD,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_0PRcjRvAQcP3hip,African American or Black,,,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_0TymQM1JVu7LV6l,,,,,,,,,,,,
R_0VRUBii4EbPbzhL,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_0VZewp0cJ5WRf6t,,,,,,,,,,,,
R_10pmo5xePzOcPdo,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_10T0zzTsTEjiS4I,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_10VLToBBotvE4tF,African American or Black,,,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_110L0rxvzINK788,,,European/Causasian,,,,,,,Rural area,Other,Paganism
R_114oxVZM4E9EJat,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_11bTOUL2Y4WPUIi,,,European/Causasian,,,,,,,City,Other,Agnostic
R_11dQby1C87fWgwb,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_11ZtOb8h68K4z2V,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_12LPDEz33Gkf3EO,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_12Q2lXUe68TGMob,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1BO0w81W1jrIRON,African American or Black,,,,,,,,,City,Do not actively practice a particular religion,
R_1BPD0j9GZ6OOybO,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1BYnzsUnd7Xo4RG,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_1C7HXOFvUleR9aD,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1CfQEzx3vK9xxdt,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1CHmCnSwRNrpvsV,,,,,,"Latino, Hispanic, or Spanish",,,,City,"Christian (Catholic, Protestant, etc.)",
R_1cS8RKd3583BfCQ,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1CskeHDSkjGXaX6,,,,,,,,,,,,
R_1cUDTTtx6TSTby2,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1daicYmMrlKhw1S,African American or Black,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1dbryEXkx6aGa8h,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1dLgvgdzYxrnMKf,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1DLJghMtY2DYbgc,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1dobZ6H454fjAiC,,,,,,,,,,,,
R_1ds0sJrbTBgvtrx,,,,,,,,,,,,
R_1dsfTibzSuYjb8X,,,,,,,,,,,,
R_1Du4clvELt7JvL3,,,,,,,,,,,,
R_1duayOir4hhnVdC,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1E0f9t4j851mEGL,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1E1fErOmMpwwLl4,,,,,,,,,,,,
R_1E7h97QcE6VVfF0,,Asian,,,,,,,,Suburb,Hindu,
R_1EiKNn7xOyzjsNx,,,,,,,,,,,,
R_1eIQUStKmVXh2cK,,Asian,,,,,,,,Suburb,Buddhist,
R_1ePD61o7V1g5yOD,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_1eVsDASIBE9obtG,,,,,,,,,Multi-ethnic,City,Do not actively practice a particular religion,
R_1f1sqTTwUfGS7YQ,,,,,,"Latino, Hispanic, or Spanish",Native American,,,Suburb,Do not actively practice a particular religion,
R_1FFK3c8AYi5mRbz,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1FfRsb1WBl0fFlU,African American or Black,,,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_1flTD4OqZsVGCdy,,,,,,,,,,,,
R_1FmSw8Q2aGsHmZq,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1FqONmq0RY5v2KM,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1Fy8HYNQC43rOEw,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_1FyNRp8a7UROp3F,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1gc0xviOnOdN2Zw,African American or Black,,,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_1gHp8IUptwMStIv,,,,,,,,,,,,
R_1GkY3Nf8XINhY6B,,,,,,"Latino, Hispanic, or Spanish",,,,City,Do not actively practice a particular religion,
R_1GTQPE1ze7MkU44,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_1gU6WgsgYsasEAm,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1GwSYgJEjVXjPRX,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1H1s30RyK3sEOZ4,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1hBkcQ01kIgBPSn,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1Hdhhwshm3fQTpe,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1hDOiVDQxYlTFNe,,,,,,,,,,,,
R_1hDPK3JjZHlUqO0,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1hFQAFTH1c4ZE1U,,,,,,,,,,,,
R_1hG5Tc9XybGfG1x,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1hGNXUR7cJkX7Im,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1HizeIeIYhZfrb5,African American or Black,,,,,,,,,City,Do not actively practice a particular religion,
R_1hXf6kOp7ELbT8Q,African American or Black,,European/Causasian,,,,Native American,,,City,"Christian (Catholic, Protestant, etc.)",
R_1hxTeXhnnnYtwoT,,,,,,,,,,,,
R_1i3ek9L6NHTkXZH,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1I60h4Rjj3LdXVg,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1I9PuSKDfFlgmLt,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1IbmqTkviljDulH,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_1Ic2UpTyteErd4V,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1ik4GXlOBBN3XOe,,,European/Causasian,,,,,,,City,Jewish,
R_1ILuLYrN6IQzKcs,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1ithufmfzL9xK8L,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1IXb2gJFyNesrFy,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1IxWezoml0fOEUV,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1IxWiVATP5HEFea,,,,,,,,,,,,
R_1IyN1D6Fr8QRbNv,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,Do not actively practice a particular religion,
R_1Iz31gkMpqXjeYN,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1j8uz9dolVCayVf,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1jBbgUPweMLFs9y,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1JF8Le3AtHQG1vu,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1JIRdqYrAksgItA,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1JLq9mLf0iiSj1O,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1jOZJWYj431qtcA,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1jPt70IK0If4Oah,,,European/Causasian,,,,,,,Rural area,Buddhist,
R_1jV46V50cyZxTjZ,,,,,,"Latino, Hispanic, or Spanish",,,,City,Do not actively practice a particular religion,
R_1Ka6nKyXCjOzuHZ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1kFa1tYTFdjr9QU,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1kIz5YMcBuqW03g,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1kLHFnGUBRVzZwc,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1kLWt00py5Tpawh,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1kTE3j2rloaocUt,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1KwLwHkCq2vZ47N,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1LdKb3clW4pFzWc,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1LdvG4u6llNu45s,,,,,,,,,,,,
R_1LexhDIDTXqTCS0,,,,,,,,,,,,
R_1llrLNM9XC9QmQR,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1LNJ3TTDTWFXmVY,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1lt64WmxKR9Av6f,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1lt90eTCSfu3ciK,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1M6hxo1AHGVkI5u,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1M6OOQfr8lnF4qW,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1mKGjamAxkfiqvN,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1mO4NPVthaRw6Ny,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1mOXqE4WK4rR4mO,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1mPJCScOXLnkEdU,,,European/Causasian,,,,,,,City,Other,"I believe in God, but don't have any relgious affiliation"
R_1mq03tyR6WZ2lSh,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_1mwKBkglzFEAWik,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1mWNsJGrCmTk1fG,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1MY7rHW1iRM3y8V,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1N7VbWjJwoujmzB,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1NDsUu8NIz1CbqC,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1NE0pOm5syAzCkN,,,,,,,,,,,,
R_1NgAIZXqvK2icFG,,,,,,,,,,,,
R_1Nk9nk383hUaweI,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1NldHESGmCaOahs,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1Nrbia2PSjYhH4h,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1nUdAv6VeMA5uQH,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,Other,Catholic
R_1o5Rcjvu51KA9bh,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1oBxSMeT46QYZmJ,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1oe9YGtOOoNwUXC,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1oFIWAuyWiMEXV5,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1OjiYrgs1mS58UJ,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_1OTWBBMVHg3Xxwk,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1OVkgkSP3nSEUKG,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1OYVqWU3J2HU00d,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,Do not actively practice a particular religion,
R_1pDrTBPXhR69NAY,,,,,,,,,mixed,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1pFFdn8Doidq2d6,,,,,,,,,,,,
R_1PUwyvEuXnCXgf1,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1pWqiJohYfoy98n,African American or Black,,,,,,,,,Suburb,Do not actively practice a particular religion,
R_1pWqsQFUtJtqoVX,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1q2Pvbj83UELCrf,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
